timestamp_c,frame.number,frame.len,wlan.ta,wlan.sa,wlan.ra,wlan.da,wlan.bssid,wlan.duration,wlan.frag,wlan.seq,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fcs,wlan.fcs.status,wlan.qos,wlan.qos.priority,wlan.qos.ack,wlan.ccmp.extiv,wlan.wep.key,data.len,radiotap.hdr_length,radiotap.antenna_signal,radiotap.signal_quality,radiotap.channel.flags.ofdm,radiotap.channel.flags.cck,wlan_radio.datarate,wlan_radio.channel,wlan_radio.frequency,wlan_radio.signal_strength (dbm),wlan_radio.Noise level (dbm),wlan_radio.SNR (db),wlan_radio.preamble,class,class_raw
1693963539,1,140,0,0,41,41,0,0,0,1561,0,8,0,3250454999,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,fdi,FDI
1693963539,3,134,0,0,15,15,0,320,0,1562,0,5,0,1980100656,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,fdi,FDI
1693963539,4,134,0,0,15,15,0,320,0,1562,0,5,8,2992310796,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,fdi,FDI
1693963539,5,134,0,0,15,15,0,320,0,1562,0,5,8,1260420132,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,fdi,FDI
1693963539,6,60,2,2,8,8,0,344,0,171,2,4,17,699611704,2,0,0,0,0,0,0,32,-32,45,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963540,7,140,0,0,41,41,0,0,0,1563,0,8,0,203746533,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,fdi,FDI
1693963540,8,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,51,1,0,6,2,2417,-36,0,0,20,fdi,FDI
1693963540,10,60,2,2,8,8,0,44,0,2989,2,4,1,2919272324,2,0,0,0,0,0,0,32,-34,87,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,12,140,0,0,41,41,0,0,0,1564,0,8,0,2797764313,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,fdi,FDI
1693963540,13,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,51,1,0,6,2,2417,-36,0,0,20,fdi,FDI
1693963540,15,60,2,2,8,8,0,44,0,2990,2,4,1,1900460407,2,0,0,0,0,0,0,32,-34,81,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,17,140,0,0,41,41,0,0,0,1565,0,8,0,3512866055,2,0,0,0,0,0,0,32,-56,100,0,1,1,2,2417,-56,0,0,192,fdi,FDI
1693963540,18,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,45,1,0,6,2,2417,-36,0,0,20,fdi,FDI
1693963540,20,60,2,2,8,8,0,44,0,2991,2,4,1,998550310,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,22,140,0,0,41,41,0,0,0,1566,0,8,0,3584573321,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,fdi,FDI
1693963540,23,60,2,2,8,8,0,44,0,2992,2,4,1,1480555021,2,0,0,0,0,0,0,32,-34,90,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,25,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963540,27,60,2,2,8,8,0,44,0,2993,2,4,1,318597212,2,0,0,0,0,0,0,32,-34,84,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,29,140,0,0,41,41,0,0,0,1568,0,8,0,950644567,2,0,0,0,0,0,0,32,-56,100,0,1,1,2,2417,-56,0,0,192,fdi,FDI
1693963540,30,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963540,32,60,2,2,8,8,0,44,0,2994,2,4,1,3451608751,2,0,0,0,0,0,0,32,-34,84,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,34,140,0,0,41,41,0,0,0,1569,0,8,0,18649087,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,fdi,FDI
1693963540,35,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963540,37,60,2,2,8,8,0,44,0,2995,2,4,1,2272873726,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963540,39,140,0,0,41,41,0,0,0,1570,0,8,0,2518936988,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,fdi,FDI
1693963540,40,60,2,2,8,8,0,44,0,2996,2,4,1,2823173384,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,42,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963540,44,140,0,0,41,41,0,0,0,1571,0,8,0,2066767487,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,fdi,FDI
1693963540,45,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,51,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963540,47,60,2,2,8,8,0,44,0,2997,2,4,1,3800311641,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,fdi,FDI
1693963540,50,140,0,0,41,41,0,0,0,1572,0,8,0,3755601046,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,fdi,FDI
1693963540,51,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,48,1,0,6,2,2417,-34,0,0,20,fdi,FDI
1693963540,53,60,2,2,8,8,0,44,0,2998,2,4,1,1036128682,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,56,140,0,0,41,41,0,0,0,1573,0,8,0,1714169037,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,fdi,FDI
1693963541,57,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,57,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,59,60,2,2,8,8,0,44,0,2999,2,4,1,1996489723,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,61,140,0,0,41,41,0,0,0,1574,0,8,0,39259956,2,0,0,0,0,0,0,32,-58,100,0,1,1,2,2417,-58,0,0,192,fdi,FDI
1693963541,62,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,64,60,2,2,8,8,0,44,0,3000,2,4,1,1673323078,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,66,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,57,1,0,6,2,2417,-34,0,0,20,fdi,FDI
1693963541,68,60,2,2,8,8,0,44,0,3001,2,4,1,696184855,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,70,140,0,0,41,41,0,0,0,1576,0,8,0,3190102291,2,0,0,0,0,0,0,32,-50,100,0,1,1,2,2417,-50,0,0,192,fdi,FDI
1693963541,71,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,73,140,0,0,41,41,0,0,0,1577,0,8,0,3340112583,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,fdi,FDI
1693963541,74,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,63,1,0,6,2,2417,-34,0,0,20,fdi,FDI
1693963541,76,60,2,2,8,8,0,44,0,3003,2,4,1,3170555061,2,0,0,0,0,0,0,32,-30,93,1,0,24,2,2417,-30,0,0,20,fdi,FDI
1693963541,78,60,2,2,8,8,0,344,0,175,2,4,17,3653924157,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,80,60,2,2,8,8,0,344,0,176,2,4,1,3137544794,2,0,0,0,0,0,0,32,-32,66,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,82,140,0,0,41,41,0,0,0,1578,0,8,0,1256468028,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,fdi,FDI
1693963541,83,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,85,60,2,2,8,8,0,44,0,3004,2,4,1,2479205699,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,87,140,0,0,41,41,0,0,0,1579,0,8,0,350060627,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,fdi,FDI
1693963541,88,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,63,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,90,60,2,2,8,8,0,44,0,3005,2,4,1,3641163538,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,92,140,0,0,41,41,0,0,0,1580,0,8,0,2967227856,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,fdi,FDI
1693963541,93,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,95,60,2,2,8,8,0,44,0,3006,2,4,1,104958433,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,97,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,42,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963541,99,60,2,2,8,8,0,44,0,3007,2,4,1,1283693488,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,101,140,0,0,41,41,0,0,0,1582,0,8,0,3982915892,2,0,0,0,0,0,0,32,-90,100,0,1,1,2,2417,-90,0,0,192,fdi,FDI
1693963541,102,60,2,2,8,8,0,44,0,3008,2,4,1,3327913902,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,104,60,2,2,8,8,0,344,0,177,2,4,17,4038309447,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,106,60,2,2,8,8,0,344,0,178,2,4,1,780601080,2,0,0,0,0,0,0,32,-32,78,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,108,60,2,2,8,8,0,344,0,179,2,4,1,1682248873,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963541,110,60,2,2,8,8,0,344,0,180,2,4,1,1266314591,2,0,0,0,0,0,0,32,-32,78,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,111,140,0,0,41,41,0,0,0,1583,0,8,0,3234281197,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,fdi,FDI
1693963542,112,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,114,60,2,2,8,8,0,44,0,3009,2,4,1,2358902271,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,116,140,0,0,41,41,0,0,0,1584,0,8,0,4068478949,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,fdi,FDI
1693963542,117,60,2,2,8,8,0,44,0,3010,2,4,1,1407175436,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,119,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,121,140,0,0,41,41,0,0,0,1585,0,8,0,1489004448,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,fdi,FDI
1693963542,122,60,2,2,8,8,0,44,0,3011,2,4,1,421386589,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,124,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-30,54,1,0,6,2,2417,-30,0,0,20,fdi,FDI
1693963542,126,140,0,0,41,41,0,0,0,1586,0,8,0,3777982583,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,fdi,FDI
1693963542,127,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,39,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,129,60,2,2,8,8,0,44,0,3012,2,4,1,908239019,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,131,140,0,0,41,41,0,0,0,1587,0,8,0,2435765446,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,fdi,FDI
1693963542,132,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,33,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,134,60,2,2,8,8,0,44,0,3013,2,4,1,2095100666,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,136,140,0,0,41,41,0,0,0,1588,0,8,0,3692165884,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,fdi,FDI
1693963542,137,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,139,60,2,2,8,8,0,44,0,3014,2,4,1,2745598985,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,141,140,0,0,41,41,0,0,0,1589,0,8,0,549035367,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,fdi,FDI
1693963542,142,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,144,60,2,2,8,8,0,44,0,3015,2,4,1,3915683416,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,146,60,2,2,8,8,0,344,0,181,2,4,17,13302082,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,148,60,2,2,8,8,0,344,0,182,2,4,1,3741207037,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,fdi,FDI
1693963542,150,140,0,0,41,41,0,0,0,1590,0,8,0,1389931913,2,0,0,0,0,0,0,32,-60,100,0,1,1,2,2417,-60,0,0,192,fdi,FDI
1693963542,152,140,0,0,41,41,0,0,0,1591,0,8,0,752232941,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,fdi,FDI
1693963542,153,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,51,1,0,6,2,2417,-32,0,0,20,fdi,FDI
1693963542,155,60,2,2,8,8,0,44,0,3017,2,4,1,3071960500,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,fdi,FDI
